,href,address,price,space,lng,lat
141,https://www.immobiliare.it/68746735-Affitto-Bilocale-via-Raffaello-Bertieri-Milano.html,"via Raffaello Bertieri, Tripoli - Soderini, Milano",900.0,50.0,9.1478061,45.4546899
142,https://www.immobiliare.it/68746593-Affitto-Bilocale-corso-Buenos-Aires-Milano.html,"corso Buenos Aires, Porta Venezia, Milano",1450.0,90.0,9.2063124,45.4757165
143,https://www.immobiliare.it/68746501-Affitto-Trilocale-piazza-Firenze-Milano.html,"piazza Firenze, Sempione, Milano",1200.0,75.0,9.157378099999999,45.4873488
144,https://www.immobiliare.it/68746331-Affitto-Bilocale-via-Principe-Eugenio-Milano.html,"via Principe Eugenio, Cenisio, Milano",850.0,60.0,9.1624582,45.4881544
145,https://www.immobiliare.it/68745823-Affitto-Bilocale-via-Rogoredo-Milano.html,"via Rogoredo, Santa Giulia, Milano",580.0,58.0,9.248003299999999,45.4287031
146,https://www.immobiliare.it/68746131-Affitto-Bilocale-via-Ruggero-Bonghi-Milano.html,"via Ruggero Bonghi, Pezzotti - Meda, Milano",900.0,45.0,9.183265300000002,45.4409593
147,https://www.immobiliare.it/68746077-Affitto-Bilocale-viale-Romagna-Milano.html,"viale Romagna, Città Studi, Milano",700.0,65.0,9.223965,45.4751303
148,https://www.immobiliare.it/68746259-Affitto-Bilocale-via-Pier-Francesco-Mola-Milano.html,"via Pier Francesco Mola, Certosa, Milano",800.0,50.0,9.1399791,45.4954713
149,https://www.immobiliare.it/68745839-Affitto-Monolocale-via-Belluno-Milano.html,"via Belluno, Crescenzago, Milano",600.0,34.0,9.2503368,45.5095621
150,https://www.immobiliare.it/68742161-Affitto-Bilocale-garigliano-Milano.html,"garigliano, Isola, Milano",900.0,50.0,9.1898663,45.4884462
