Anno;ateco_2007_2cifre;descrizione_ateco_impr_2007_2cifre;ateco_2007_5cifre;descr_ateco_impr_2007_5cifre;N. imprese;N. unità locali;N.addetti_imp;N.addetti_ul
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25500;"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri";44;45;955,67;179,41
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25610;Trattamento e rivestimento dei metalli;103;104;897,64;314,52
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25620;Lavori di meccanica generale;347;349;2619,3;1110,36
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25710;Fabbricazione di articoli di coltelleria, posateria ed armi bianche;7;7;266,08;25,36
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25720;Fabbricazione di serrature e cerniere e ferramenta simili;7;7;119,58;34,75
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25731;"Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili";68;68;1647,3;451,49
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25732;Fabbricazione di stampi, portastampi, sagome, forme per macchine;33;33;259,16;92,76
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25910;Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio;7;7;63,51;30,09
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25920;Fabbricazione di imballaggi leggeri in metallo;4;4;310,42;16,56
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25931;Fabbricazione di prodotti fabbricati con fili metallici;23;23;422,83;194,96
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25932;Fabbricazione di molle;10;10;182;59,74
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25940;Fabbricazione di articoli di bulloneria;20;20;640,09;195,22
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25991;Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno;14;14;717,5;18,85
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25992;Fabbricazione di casseforti, forzieri porte metalliche blindate;15;16;102,5;90,01
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli;104;104;434,4;220,68
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25999;Fabbricazione di altri articoli metallici e minuteria metallica;115;115;1055,01;440,48
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26110;Fabbricazione di componenti elettronici;46;47;271,57;179,34
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26120;Fabbricazione di schede elettroniche assemblate;30;31;257,5;137,31
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26200;Fabbricazione di computer e unità periferiche;48;52;1371,68;369,11
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26301;Fabbricazione di apparecchi trasmittenti radiotelevisivi, comprese le telecamere;18;19;210,41;117,76
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26302;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;64;67;9996,72;777,16
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26400;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;16;16;569,49;104,04
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26511;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;11;12;3175,25;504,15
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26512;Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (comprese parti staccate e accessori);71;73;1426,75;422,55
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26520;Fabbricazione di orologi;9;9;481,83;57,45
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26600;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;46;46;3426,77;715,09
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;9;9;59,49;29,8
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;9;9;556,84;134,92
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;2;2;5,83;2,19
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;57;59;1673,99;554,9
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;64;65;4754,34;572,74
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;4;4;42;6,72
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;4;4;429,08;300
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;13;13;1665,42;441,77
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;19;19;481,83;91,59
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;77;87;3363,75;554,84
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;20;20;5674,09;133,56
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;2;2;38,75;4,41
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;110;110;1922,41;558,76
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);9;9;1534,09;61,21
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);5;5;3677;121,33
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;19;20;1202,67;438,69
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;9;10;571;81,36
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;33;33;1241,75;163,9
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);23;23;706,58;201,25
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;3;3;2983,42;18,46
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;21;22;136,77;69,83
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;44;44;2326,98;486,68
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);8;8;143,17;78,86
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;2;2;48;2,29
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";46;48;1472,27;140,11
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);9;10;157,17;86,44
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);67;70;2522,74;778,85
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);35;35;1032,73;86,63
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;102;103;1463,43;486
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;7;8;71,83;22,92
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);22;22;781,08;99,15
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);35;35;366,83;170,48
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);38;38;759,75;124,31
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);23;24;301,01;112,8
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);38;40;1388,91;119,3
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);14;14;190,76;25,02
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);3;3;32;31
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);14;14;90,75;63,66
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);10;10;177,75;45,16
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);32;33;440,92;127,33
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);15;15;185,67;78,24
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);3;3;12;3,32
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);16;16;90,59;51,99
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;3;3;23000;6,5
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;4;4;73,58;20,09
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;8;8;55;21,37
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;32;33;583,24;103,1
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;11;11;217,92;112,19
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;22;22;349,51;123,42
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;7;12;933,59;191,23
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;6;6;448,5;245,57
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);5;5;4563,75;8,3
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;6;6;22,5;16,9
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);3;3;10;3,38
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;2;2;18,67;2,64
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30924;Fabbricazione di carrozzine e passeggini per neonati;1;1;2,42;1,34
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;1;1;1;1
2007;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;53;54;2077,17;179,32
2007;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;7;8;334,91;15,31
2007;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;11;11;40,66;34,5
2007;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;39;40;585,15;74,24
2007;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);3;3;79;8
2007;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;51;52;1450,83;132,1
2007;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;49;49;234,82;85,37
2007;31;FABBRICAZIONE DI MOBILI;31095;Finitura di mobili;66;66;176,42;110,79
2007;31;FABBRICAZIONE DI MOBILI;31099;Fabbricazione di altri mobili compresi quelli per arredo esterno;47;49;386,82;95,87
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32110;Coniazione di monete;5;5;66,58;25,87
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32121;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;301;313;2108,67;1333,72
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32122;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;61;61;139,08;113,82
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32130;Fabbricazione di bigiotteria e articoli simili;116;118;304,66;250,18
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32200;Fabbricazione di strumenti musicali, compresi parti e accessori;19;19;24,25;22,08
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32300;Fabbricazione di articoli sportivi;17;17;120,16;27,47
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32401;Fabbricazione di giochi, compresi i giochi elettronici;15;16;112,34;36,64
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32402;Fabbricazione di giocattoli, compresi i tricicli e gli strumenti musicali giocattolo;10;10;189;19,98
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32501;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (compresi parti staccate e accessori);22;23;501,42;236,91
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32502;Fabbricazione di protesi dentarie (compresa riparazione);505;513;1245,84;1168,83
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32503;Fabbricazione di protesi ortopediche, altre protesi ed ausili (compresa riparazione);20;23;464,77;86,76
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32504;Fabbricazione di lenti oftalmiche;5;5;796,66;196,81
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32505;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";12;14;7687,33;42,13
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32910;Fabbricazione di scope e spazzole;2;2;4;4
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32991;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;1;1;10;3,12
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32992;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;17;18;149,75;143,33
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32993;Fabbricazione di oggetti di cancelleria;76;77;223,33;146,18
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32999;Fabbricazione di altri articoli nca;19;19;34,5;29,42
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33110;Riparazione e manutenzione di prodotti in metallo;43;43;134,51;93,62
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33121;Riparazione e manutenzione di macchine di impiego generale;23;23;158,84;79,91
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33122;Riparazione e manutenzione di forni, fornaci e bruciatori;18;18;48,58;40,33
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione, esclusi ascensori;46;47;1117,42;399,57
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;17;17;243,67;168,86
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33125;Riparazione e manutenzione di altre macchine di impiego generale;146;149;694,73;538,77
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;1;1;1;1
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (comprese le macchine utensili);49;49;197,34;104,2
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer);181;188;2212,02;592,84
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici);64;64;266,58;191,61
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);10;10;40;18,26
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali;1;2;3541;40,09
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori);7;7;435,75;92,6
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33190;Riparazione di altre apparecchiature;4;4;8;8
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33200;Installazione di macchine ed apparecchiature industriali;257;263;6653,68;1542,12
