Regione;Provincia;Comune;Indirizzo;Categoria Patrimoniale;Codice bene;Codice compendio;Descrizione;Superficie Fondiaria area (MQ)
PIEMONTE;TORINO;TRAUSELLA;"VIA MAESTRA 3";PATRIMONIO DISPONIBILE;TO0934;TOB1108;"TERRENO";6152
PIEMONTE;TORINO;TRAVERSELLA;"VIA ALPI CHIAROMONTE 1";PATRIMONIO INDISPONIBILE;TO0541;TOR0010;"GIACIMENTO MINERARIO";3974500
PIEMONTE;TORINO;TRAVERSELLA;"VIA FORNELLO EX CHIOSO 1";PATRIMONIO INDISPONIBILE;TO0545;TOR0026;"GIACIMENTO MINERARIO";2272600
PIEMONTE;TORINO;TRAVES;"PIAZZA NICOLA GROSA   1";PATRIMONIO DISPONIBILE;TO0253;TOB0731;"TERRENO";48
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1439;TOB1254;"TERRENI";12572
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1441;TOB1255;"TERRENI";55298
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1436;TOB1256;"TERRENO";1196
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1437;TOB1257;"TERRENI";1660
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1438;TOB1258;"TERRENI";10292
PIEMONTE;TORINO;TRAVES;"Frazione Tese -";PATRIMONIO DISPONIBILE;TO1440;TOB1259;"TERRENO AGRICOLO";1466
PIEMONTE;TORINO;USSEAUX;"ND ND";PATRIMONIO DISPONIBILE;TO1071;TOB1171;"EX EREDITA' TERRENO IN USSEAUX - LOCALITA PIAN DELL'ALPE";3933
PIEMONTE;TORINO;VAL DELLA TORRE;"VIA BRIONE SNC";PATRIMONIO DISPONIBILE;TO0267;TOB0824;"TERRENI AGRICOLI";810
PIEMONTE;TORINO;VENARIA REALE;"VIALE CARLO EMANUELE II  256";PATRIMONIO INDISPONIBILE;TO0718;TOB0045;"TERRENO";226526
PIEMONTE;TORINO;VENARIA REALE;"VIA GRASSI 47";PATRIMONIO INDISPONIBILE;TO0016;TOB0632;"TERRENO";196448
PIEMONTE;TORINO;VENARIA REALE;"VIA MONTELLO S.N.C.";DEMANIO STORICO ARTISTICO;TO0722;TOD0011;"AREA ESTERNA SCOPERTA";1166
PIEMONTE;TORINO;VENAUS;"Strada Statale 25 del Moncenisio 5";PATRIMONIO DISPONIBILE;TO1094;TOB0417;"TERRENO CON SOPRASTANTE FABBRICATO";273
PIEMONTE;TORINO;VENAUS;"VIA ROMA 9";PATRIMONIO DISPONIBILE;TO0616;TOB0715;"TERRENI";8463
PIEMONTE;TORINO;VENAUS;"- -";PATRIMONIO DISPONIBILE;TO1189;TOB1150;"TERRENO INTERCLUSO";113
PIEMONTE;TORINO;VEROLENGO;"1";PATRIMONIO DISPONIBILE;TO0246;TOB0610;"TERRENI";239621
PIEMONTE;TORINO;VILLAR PELLICE;"VIA SUBIASCO -";PATRIMONIO DISPONIBILE;TO0073;TOB0586;"TERRENO";382
PIEMONTE;TORINO;VILLAREGGIA;"1";PATRIMONIO DISPONIBILE;TO0061;TOB0757;"TERRENI";478
PIEMONTE;TORINO;VILLASTELLONE;"Strada Comunale da Borgo a Villastellone s.n.c.";PATRIMONIO DISPONIBILE;TO0084;TOB0746;"TERRENO IN PARTE OCCUPATO DA BOSCAGLIA ED IN PARTE OCCUPATO DA UN TRATTO DELL'AUTOSTRADA TORINO-SAVO";1415
PIEMONTE;TORINO;VILLASTELLONE;"Strada Comunale da Borgo a Villastellone s.n.c.";PATRIMONIO DISPONIBILE;TO0085;TOB0746;"TERRENO IN PARTE INCOLTO, IN PARTE OCCUPATO DA BOSCAGLIA ED IN PARTE OCCUPATO DA UN TRATTO DELL'AUTO";1014
PIEMONTE;TORINO;VILLASTELLONE;"Strada Comunale da Borgo a Villastellone s.n.c.";PATRIMONIO DISPONIBILE;TO0086;TOB0746;"TERRENO IN PARTE OCCUPATO DA BOSCAGLIA ED IN PARTE OCCUPATO DA UN TRATTO DELL'AUTOSTRADA TORINO-SAVO";565
PIEMONTE;TORINO;VINOVO;"VIA VINOVO 2";PATRIMONIO DISPONIBILE;TO0024;TOB0661;"TERRENO";116
PIEMONTE;TORINO;VINOVO;"STRADA TETTI CAGLIERI s";PATRIMONIO DISPONIBILE;TO0618;TOB0816;"TERRENI";2829
PIEMONTE;TORINO;VISTRORIO;"STRADA INTERPODERALE SNC";PATRIMONIO DISPONIBILE;TO0970;TOB1073;"TERRENI";5820
PIEMONTE;TORINO;VIU';"SP32   -";PATRIMONIO DISPONIBILE;TO0200;TOB0730;"TERRENI";3485
PIEMONTE;TORINO;VIU';"N.E. SNC";PATRIMONIO DISPONIBILE;TO0266;TOB0823;"TERRENI E FABBRICATI RURALI";6042
PIEMONTE;TORINO;VIU';"LAIOLO 1";PATRIMONIO INDISPONIBILE;TO0538;TOR0003;"GIACIMENTO MINERARIO";221172
PIEMONTE;TORINO;VOLPIANO;"N.E. SNC";PATRIMONIO DISPONIBILE;TO0286;TOB0693;"EX GRETO TORRENTE";15035
PIEMONTE;ALESSANDRIA;ACQUI TERME;"REGIONE SOTTARGINE 46";PATRIMONIO INDISPONIBILE;AL0336;ALB0422;"AREA VERDE CHE SI ESTENDE FINO ALLA S.S. N. 30. LA SUPERFICIE CORRISPONDE A 9.446,00 MQ";9446
PIEMONTE;ALESSANDRIA;ACQUI TERME;"VIA DABORMIDA -";DEMANIO STORICO ARTISTICO;AL0201;ALD0001;"ACQUEDOTTO ROMANO";350
PIEMONTE;ALESSANDRIA;ACQUI TERME;"CENTRO DI ACQUI TERME -";DEMANIO STORICO ARTISTICO;AL0209;ALD0025;"COMPLESSO DI ETA` ROMANA";350
PIEMONTE;CUNEO;ALBA;"CORSO BANSKA BYSTRICA 7";PATRIMONIO INDISPONIBILE;CN0078;CNB0143;"TERRENO COSTITUITO DA AREA SCOPERTA ANTISTANTE DEPOSITO";3094
PIEMONTE;CUNEO;ALBA;"LOCALITA` PARUSSA E SACCHI -";PATRIMONIO DISPONIBILE;CN0308;CNB0382;"LOCALITA PARUSSA E SACCHI";6330
PIEMONTE;CUNEO;ALBA;"Via Cuneo 9";DEMANIO STORICO ARTISTICO;CN0471;CND0023;"RESTI DELLE MURA DI CINTA DI EPOCA ROMANA";30
PIEMONTE;ASTI;ALBUGNANO;"STRADA VEZZOLANO -";DEMANIO STORICO ARTISTICO;AT0074;ATD0001;"ABBAZIA DI VEZZOLANO S.MARIA";2075
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"VIA PAVIA -";PATRIMONIO INDISPONIBILE;AL0066;ALB0006;"TERRENI BOSCHIVI E SEDIME DI EX FOSSATO DI SICUREZZA";11947
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"VIALE MILITE IGNOTO 1";PATRIMONIO DISPONIBILE;AL0288;ALB0058;"vari usi (aviocampo, parcheggio libero (utilizzato periodicamente dal luna-park), campo contumaciale";459740
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"VIA DEL CHIOZZETTO 63";PATRIMONIO DISPONIBILE;AL0061;ALB0116;"EX FORTE MILITARE";136692
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"VIA GAETANO SALVEMINI 7";PATRIMONIO DISPONIBILE;AL0221;ALB0368;"POSTO AUTO 1/2";12
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"FRAZIONE MANDROGNE -";PATRIMONIO DISPONIBILE;AL0332;ALB0420;"TERRENO AGRICOLO";7274
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"Via Giordano Bruno -";PATRIMONIO DISPONIBILE;AL0407;ALB0464;"ALIQUOTE TERRENI ESTERNI AL POLIGONO DI TSN DI ALESSANDRIA";2400
PIEMONTE;ALESSANDRIA;ALESSANDRIA;"STRADA GRILLA SNC";DEMANIO STORICO ARTISTICO;AL0403;ALD0036;"TERRENI ESTERNI ALLA CINTA DELL'EX FORTE BORMIDA";3649
PIEMONTE;ALESSANDRIA;ALFIANO NATTA;"ND ND";PATRIMONIO DISPONIBILE;AL0339;ALB0440;"TERRENI COLLINARI";12120
PIEMONTE;ALESSANDRIA;ALFIANO NATTA;"ND ND";PATRIMONIO DISPONIBILE;AL0369;ALB0441;"TERRENO BOSCHIVO";990
PIEMONTE;ALESSANDRIA;ALFIANO NATTA;"ND ND";PATRIMONIO DISPONIBILE;AL0375;ALB0442;"TERRENI A SEMINATIVO";3270
PIEMONTE;ALESSANDRIA;ALLUVIONI CAMBIO';"MONTARIOLO -";PATRIMONIO DISPONIBILE;AL0196;ALB0260;"EX ARGINE";3650
PIEMONTE;ASTI;ANTIGNANO;"VIA GONELLA 22";PATRIMONIO DISPONIBILE;AT0164;ATB0169;"FONDI RUSTICI INUTILIZZATI POSIZIONATI SUBITO DIETRO L'AUTORIMESSA CENSITA AL MAPPALE N. 495 SUB 1 E";132
PIEMONTE;CUNEO;ARGENTERA;"VIA DELL' OSTAL SNC";PATRIMONIO DISPONIBILE;CN0166;CNB0400;"TERRENI BOSCHIVI";9940
PIEMONTE;ALESSANDRIA;ARQUATA SCRIVIA;"STRADA VICINALE RADINERO ND";PATRIMONIO DISPONIBILE;AL0393;ALB0451;"AREA AGRICOLA INCOLTA";16090
PIEMONTE;ASTI;ASTI;"Strada comunale Guastamiglio snc";PATRIMONIO DISPONIBILE;AT0005;ATB0093;"bosco spontaneo";1955
PIEMONTE;ASTI;ASTI;"FRAZIONE VAGLIERANO PAESE ND";PATRIMONIO DISPONIBILE;AT0156;ATB0158;"TERRENI AGRICOLI";750
PIEMONTE;ASTI;ASTI;"LOCALITA CASTIGLIONE s.n.c.";PATRIMONIO DISPONIBILE;AT0198;ATB0193;"TERRENI IN FRAZIONE CASTIGLIONE - FG. 5 P.LLE 126 E 127";3820
PIEMONTE;ASTI;ASTI;"VIA SANT'ANNA SNC";DEMANIO STORICO ARTISTICO;AT0161;ATD0002;"MARCIAPIEDE";190
PIEMONTE;CUNEO;BAGNOLO PIEMONTE;"Via Cavalieri di Vittorio Veneto 1";PATRIMONIO INDISPONIBILE;CN0539;CNB0600;"TERERENO";676
PIEMONTE;CUNEO;BEINETTE;"ND ND";PATRIMONIO DISPONIBILE;CN0464;CNB0550;"TERRENI AGRICOLI INCOLTI";1234
PIEMONTE;CUNEO;BELVEDERE LANGHE;"- -";PATRIMONIO DISPONIBILE;CN0547;CNB0594;"TERRENI";11501
PIEMONTE;CUNEO;BENE VAGIENNA;"N.E. SNC";DEMANIO STORICO ARTISTICO;CN0386;CND0004;"SITO ARCHEOLOGICO";37546
PIEMONTE;CUNEO;BENE VAGIENNA;"N.E. SNC";DEMANIO STORICO ARTISTICO;CN0387;CND0014;"ZONA ARCHEOLOGICA";4224
PIEMONTE;CUNEO;BENE VAGIENNA;"FRAZ. RONCAGLIA SNC";DEMANIO STORICO ARTISTICO;CN0437;CND0019;"TERRENI FG.14 MAPP. 77 E 101";8547
PIEMONTE;CUNEO;BENE VAGIENNA;"FRAZ. RONCAGLIA SNC";DEMANIO STORICO ARTISTICO;CN0438;CND0020;"TERRENO FG. 14 MAPP.62";8668
PIEMONTE;CUNEO;BENE VAGIENNA;"LOCALITA' RONCAGLIA SNC";DEMANIO STORICO ARTISTICO;CN0468;CND0022;"TERRENO ADIACENTE L'AREA ARCHEOLOGICA DEL FORO DI AUGUSTA BAGIENNORUM";10300
PIEMONTE;ALESSANDRIA;BERGAMASCO;"VIA CESARE BATTISTI 24";PATRIMONIO DISPONIBILE;AL0001;ALB0297;"terreno ex alveo torrente Belbo";2550
PIEMONTE;CUNEO;BERNEZZO;"Via Prabonello 1";PATRIMONIO DISPONIBILE;CN0538;CNB0591;"TERRENI E FABBRICATO";140
PIEMONTE;CUNEO;BERNEZZO;"Via Prabonello -";PATRIMONIO DISPONIBILE;CN0540;CNB0592;"TERERENO";25894
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"VIA CUNEO  26";PATRIMONIO INDISPONIBILE;CN0447;CNB0189;"AREA URBANA";2668
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"VIA CUNEO 26";PATRIMONIO INDISPONIBILE;CN0448;CNB0189;"AREA URBANA";245
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"VIA DAVID -";PATRIMONIO DISPONIBILE;CN0045;CNB0271;"TERRENO INCOLTO LUNGO VIA DAVID";95
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"VIA SANT'ANDREA -";PATRIMONIO DISPONIBILE;CN0046;CNB0273;"Terreno incolto lungo via Sant'Andrea";160
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"Tetto Miola -";PATRIMONIO DISPONIBILE;CN0532;CNB0584;"TERRENO";2080
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"Via Valdieri -";PATRIMONIO DISPONIBILE;CN0534;CNB0585;"FG.19 MAPP. 94, 542, 313, 567, 566, 633/P";13249
PIEMONTE;CUNEO;BORGO SAN DALMAZZO;"VIA ROMA 1";PATRIMONIO DISPONIBILE;CN0531;CNB0586;"TERRENO";103101
PIEMONTE;ALESSANDRIA;BORGORATTO ALESSANDRINO;"PERIFERIA COLLINARE -";PATRIMONIO DISPONIBILE;AL0219;ALB0350;"TERRENI";7470
PIEMONTE;ALESSANDRIA;BOSCO MARENGO;"strada provinciale 180 snc";PATRIMONIO DISPONIBILE;AL0074;ALB0204;"terreni a margine del sedime stradale";4755
PIEMONTE;CUNEO;BOVES;"Via Polveriera -";PATRIMONIO DISPONIBILE;CN0492;CNB0419;"EX POLVERIERA MILITARE AREA 1 - FG 33 PART 577";84
PIEMONTE;CUNEO;BOVES;"Via Polveriera -";PATRIMONIO DISPONIBILE;CN0493;CNB0419;"EX POLVERIERA MILITARE AREA 2 - FG 33 PART 2098";69480
PIEMONTE;CUNEO;BOVES;"Via Polveriera -";PATRIMONIO DISPONIBILE;CN0494;CNB0419;"EX POLVERIERA MILITARE AREA 3 - FG 34 PART 536";65746
PIEMONTE;CUNEO;BRA;"Via Trento e Trieste -";PATRIMONIO INDISPONIBILE;CN0487;CNB0352;"MAPPALE N.4218";62
PIEMONTE;CUNEO;BRA;"Via Pollenzo -";PATRIMONIO DISPONIBILE;CN0570;CNB0598;"TERRENI FG.71";1743
PIEMONTE;CUNEO;BRA;"STRADA PROVINCIALE LE TORINO - BRA.VIALE MADONNA DEI FIORI - -";PATRIMONIO INDISPONIBILE;CN0340;CNV0004;"DIRITTO REALE SU PIAZZA D'ARMI E ATTIGUO CAMPO SPORTIVO";734
PIEMONTE;CUNEO;BRONDELLO;"Via Villa -";PATRIMONIO DISPONIBILE;CN0543;CNB0595;"TERRENO FG.20";629
PIEMONTE;ASTI;CALAMANDRANA;"FRAZIONE SAN VITO ND";PATRIMONIO DISPONIBILE;AT0151;ATB0168;"TERRENI BOSCHIVI";8590
PIEMONTE;CUNEO;CAMERANA;"Via Vittorio Veneto -";PATRIMONIO DISPONIBILE;CN0514;CNB0580;"TERRENI FG. 3 P.LLE 26, 28";7333
PIEMONTE;CUNEO;CAMERANA;"Via Vittorio Veneto -";PATRIMONIO DISPONIBILE;CN0517;CNB0581;"TERRENI FG. 1 P.LLE 4, 17, 43, 44, 48, 276";21651
PIEMONTE;ALESSANDRIA;CAMINO;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0255;ALB0399;"TERRENI";5890
PIEMONTE;CUNEO;CANALE;"-";PATRIMONIO DISPONIBILE;CN0484;CNB0565;"TERRENO AGRICOLO";538
PIEMONTE;ALESSANDRIA;CARENTINO;"Strada per Carentino s.n.c.";PATRIMONIO DISPONIBILE;AL0040;ALB0361;"Boscheto";3010
PIEMONTE;ALESSANDRIA;CAREZZANO;"STRADA DELLA MADONNINA ND";PATRIMONIO DISPONIBILE;AL0385;ALB0437;"TERRENI AGRICOLI";9580
PIEMONTE;ALESSANDRIA;CAREZZANO;"STRADA DELLA MADONNINA ND";PATRIMONIO DISPONIBILE;AL0386;ALB0438;"TERRENI AGRICOLI";3400
PIEMONTE;ALESSANDRIA;CAREZZANO;"Strada Provinciale per Paderna -";PATRIMONIO DISPONIBILE;AL0510;ALB0513;"TERRENO IN CAREZZANO (AL)";2870
PIEMONTE;ALESSANDRIA;CARREGA LIGURE;"FRAZIONE CARTASEGNA ND";PATRIMONIO DISPONIBILE;AL0341;ALB0449;"AREA COSTITUITA DA TERRENI BOSCHIVI";81304
PIEMONTE;ALESSANDRIA;CARROSIO;"ND ND";PATRIMONIO DISPONIBILE;AL0395;ALB0450;"TERRENI BOSCHIVI A CARATTERE COLLINARE";108903
PIEMONTE;CUNEO;CARTIGNANO;"*** -";PATRIMONIO DISPONIBILE;CN0332;CNB0452;"TERRENO CON FABBRICATO RURALE DIROCCATO ESECUZIONE IMMOBILIARENIVELLO GIACOMO";8552
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"Via dell'Addolorata -";PATRIMONIO DISPONIBILE;AL0426;ALB0040;"AREA ESTERNA PARCO GIOCHI";347
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"S.BERNARDINO E VALENTINO STRADA MARTINETTO -";PATRIMONIO DISPONIBILE;AL0193;ALB0158;"CORTE INTERNA CASERMA FUNZIONALI";172183
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"VIALE SAN MARTINO -";PATRIMONIO INDISPONIBILE;AL0047;ALB0196;"PIAZZALE DI MANOVRA DENTRO A CASERMA VIGILI DEL FUOCO";2923
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"STRADA FRASSINETO 35";PATRIMONIO INDISPONIBILE;AL0274;ALB0407;"""AZIENDA MEZZI""";1187475
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"STRADA FRASSINETO PO 33, 35";PATRIMONIO INDISPONIBILE;AL0278;ALB0407;"TERRENI DI PERTINENZA DELLA ZONA ISTITUTO";11852
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"STRADA FRASSINETO PO 30, 32, 34";PATRIMONIO INDISPONIBILE;AL0279;ALB0407;"TERRENI DI PERTINENZA DELLA ZONA CAMBIO";17811
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"STRADA FRASSINETO 35";PATRIMONIO INDISPONIBILE;AL0275;ALB0408;"TERRENI E FABBRICATI ANNESSI ALL'AZIENDA MEZZI";853650
PIEMONTE;ALESSANDRIA;CASALE MONFERRATO;"CORSO GIUSEPPE VERDI SNC";PATRIMONIO DISPONIBILE;AL0356;ALB0428;"LOTTO DI TERRENO EDIFICABILE DI 4.272 MQ DESTINATO ALLA REALIZZAZIONE DELLA NUOVA SEDE DELLA COMPAGN";4272
PIEMONTE;ALESSANDRIA;CASALEGGIO BOIRO;"Strada Provinciale Ovada snc";PATRIMONIO DISPONIBILE;AL0036;ALB0359;"Terreno coltivato a vigneto";2020
PIEMONTE;ALESSANDRIA;CASSINE;"FRAZIONE VALGUGLIOGLIO ND";PATRIMONIO DISPONIBILE;AL0367;ALB0459;"AREA DI SEDIME STRADALE E TERRENO INCOLTO";100
PIEMONTE;ASTI;CASTAGNOLE MONFERRATO;"VIA CAVOUR ND";PATRIMONIO DISPONIBILE;AT0148;ATB0155;"TERRENI AGRICOLI";2630
PIEMONTE;ASTI;CASTAGNOLE MONFERRATO;"LOCALITA' MONFALLITO nd";PATRIMONIO DISPONIBILE;AT0166;ATB0170;"AREA AGRICOLA";1075
PIEMONTE;ALESSANDRIA;CASTELLAZZO BORMIDA;"STRADA PROVINCIALE CASTELLAZZO B.DA-CASTELSPINA -";PATRIMONIO DISPONIBILE;AL0198;ALB0289;"POLIGONO TIRO A SEGNO NAZIONALE";6930
PIEMONTE;ALESSANDRIA;CASTELLAZZO BORMIDA;"STRADA BRICCO N.C.";PATRIMONIO DISPONIBILE;AL0364;ALB0364;"AREA URBANA DERIVANTE DA DEMOLIZIONE EDIFICIO DIRUTO";910
PIEMONTE;ALESSANDRIA;CASTELLAZZO BORMIDA;"STRADA VICINALE RAVIARO ND";PATRIMONIO DISPONIBILE;AL0368;ALB0447;"TERRENI COLTIVATI A SEMINATIVO";851
PIEMONTE;ALESSANDRIA;CASTELLAZZO BORMIDA;"STRADA VICINALE RAVIARO ND";PATRIMONIO DISPONIBILE;AL0360;ALB0448;"TERRENI COLTIVATI A SEMINATIVO";802
PIEMONTE;ALESSANDRIA;CASTELLETTO MONFERRATO;"ND ND";PATRIMONIO DISPONIBILE;AL0401;ALB0452;"TERRENO A SEMINATIVO";3010
PIEMONTE;ASTI;CASTELLO DI ANNONE;"Strada vicinale San Martino Marrone n.e.";PATRIMONIO DISPONIBILE;AT0007;ATB0092;"terreno boschivo";1020
PIEMONTE;ASTI;CASTELLO DI ANNONE;"LOCALITA` VARIE -";PATRIMONIO DISPONIBILE;AT0076;ATB0112;"TERRENI AGRICOLI";8630
PIEMONTE;ASTI;CASTELLO DI ANNONE;"NC -";PATRIMONIO DISPONIBILE;AT0177;ATB0208;"TERRENI EREDITA' GIACENTE IN CASTELLO DI ANNONE";3670
PIEMONTE;ASTI;CASTELNUOVO BELBO;"COLLINA CASCINA GENZIANE -";PATRIMONIO DISPONIBILE;AT0079;ATB0107;"VEGETAZIONE BOSCHIVA";2580
PIEMONTE;ASTI;CASTELNUOVO BELBO;"STRADA DELLA COSTA E STRADA COM. BORGHI -";PATRIMONIO DISPONIBILE;AT0080;ATB0108;"TERRENO INCOLTO (BOSCHIVO) MAPPALE 259";1500
PIEMONTE;ASTI;CASTELNUOVO BELBO;"N.D. N.D.";PATRIMONIO DISPONIBILE;AT0122;ATB0108;"TERRENO COLTIVATO A VIGNETO MAPPALE 250";2920
PIEMONTE;ASTI;CASTELNUOVO BELBO;"COLLE CASCINA GENZIANE -";PATRIMONIO DISPONIBILE;AT0105;ATB0137;"TERRENO";890
PIEMONTE;ALESSANDRIA;CASTELNUOVO BORMIDA;"strada vicinale   snc";PATRIMONIO DISPONIBILE;AL0019;ALB0314;"terreno";4590
PIEMONTE;ASTI;CASTELNUOVO CALCEA;"VIA VALMANELLA ND";PATRIMONIO DISPONIBILE;AT0136;ATB0150;"TERRENI COLLINARI";17130
PIEMONTE;ASTI;CASTELNUOVO DON BOSCO;"Generale Giuseppe snc";PATRIMONIO DISPONIBILE;AT0018;ATB0084;"Terreno boschivo";1390
PIEMONTE;ASTI;CASTELNUOVO DON BOSCO;"Generale Giuseppe snc";PATRIMONIO DISPONIBILE;AT0019;ATB0084;"Terreno boschivo";2810
PIEMONTE;ALESSANDRIA;CASTELNUOVO SCRIVIA;"STRADA PROVINCIALE  CASTELNUOVO SCRIVIA S.N.C.";PATRIMONIO DISPONIBILE;AL0073;ALB0149;"PORZIONE DI STRADA ED INCOLTO PRODUTTIVO";3030
PIEMONTE;ASTI;CESSOLE;"SNC";PATRIMONIO DISPONIBILE;AT0017;ATB0099;"Terreno con fabbricato rurale";441
PIEMONTE;CUNEO;CEVA;"PIAZZA DELLA LIBERTA' 1";PATRIMONIO INDISPONIBILE;CN0466;CNV0039;"DIRITTO REALE SU LOCALE CONTATORI";3,9
PIEMONTE;CUNEO;CHIUSA DI PESIO;"BERSAGLIO NUOVO -";PATRIMONIO DISPONIBILE;CN0331;CNB0450;"TERRENI DI NUOVA FORMAZIONE";2936
PIEMONTE;CUNEO;CHIUSA DI PESIO;"LOCALITA' PONTE LONGOSERRA S.N.";PATRIMONIO DISPONIBILE;CN0354;CNB0485;"TERRENI ESECUZIONE IMMOBILIARE BORGNA LORENZO";48188
PIEMONTE;ASTI;CINAGLIO;"ND ND";PATRIMONIO DISPONIBILE;AT0144;ATB0160;"TERRENI BOSCHIVI E SEMINATIVI";12155
PIEMONTE;ASTI;CINAGLIO;"ND ND";PATRIMONIO DISPONIBILE;AT0150;ATB0162;"TERRENI COLLINARI";10059
PIEMONTE;ASTI;COCCONATO;"VIA SAN CARLO SNC";PATRIMONIO DISPONIBILE;AT0121;ATB0141;"TERRENI";12240
PIEMONTE;CUNEO;CRISSOLO;"COLLE TRAVERSETTE SNC";PATRIMONIO DISPONIBILE;CN0433;CNB0540;"CASERMA DIFENSIVA";267
PIEMONTE;CUNEO;CUNEO;"LUNGOSTURA CORSO JOHN FITZGERALD KENNEDY 7";PATRIMONIO DISPONIBILE;CN0085;CNB0016;"SEDIME DI FABBRICATO";1294,27
PIEMONTE;CUNEO;CUNEO;"CERIALTO -";PATRIMONIO DISPONIBILE;CN0286;CNB0236;"RELIQUATO DELLA NUOVA LINEA FERROVIARIA CUNEO-TORINO";10
PIEMONTE;CUNEO;CUNEO;"MADONNA DELL`OLMO -";PATRIMONIO DISPONIBILE;CN0296;CNB0321;"SEMINATIVO ARBORATO IRRIGUO RELIQUATO DELLA LINEA FERROVIARIA CUNEO-SALUZZO";1360
PIEMONTE;CUNEO;CUNEO;"VIA RONCATA 75";PATRIMONIO INDISPONIBILE;CN0436;CNB0331;"AREA ESTERNA AI FABBRICATI";90216
PIEMONTE;CUNEO;CUNEO;"VIA BASSE SANT' ANNA -";PATRIMONIO DISPONIBILE;CN0370;CNB0442;"RELIQUATO FERROVIARIO SULLA STRADA DI S. ANNA";22
PIEMONTE;CUNEO;CUNEO;"via basse sant'anna snc";PATRIMONIO DISPONIBILE;CN0047;CNB0443;"TERRENO INCOLTO VICINO PILONI VIADOTTO FERROVIARIO";211
PIEMONTE;CUNEO;CUNEO;"VIA BAROLO 16";DEMANIO STORICO ARTISTICO;CN0522;CND0029;"TERRENI";14872
PIEMONTE;CUNEO;DRONERO;"Strada Provinciale di Valle Maira 3";PATRIMONIO DISPONIBILE;CN0562;CNB0213;"TERRENO";937
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0247;ALB0389;"TERRENI";710
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0248;ALB0390;"TERRENI";20860
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"OCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0242;ALB0391;"TERRENI";8290
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALIA' VARIE -";PATRIMONIO DISPONIBILE;AL0249;ALB0392;"TERRENI";3150
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0250;ALB0393;"TERRENI";9700
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0251;ALB0394;"TERRENI";10390
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0262;ALB0395;"TERRENI";1230
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA VARIE -";PATRIMONIO DISPONIBILE;AL0257;ALB0396;"TERRENI";1370
PIEMONTE;ALESSANDRIA;FABBRICA CURONE;"LOCALITA' VARIE -";PATRIMONIO DISPONIBILE;AL0252;ALB0397;"TERRENI";1940
PIEMONTE;ASTI;FERRERE;"NC -";PATRIMONIO DISPONIBILE;AT0179;ATB0187;"TERRENO IN VIA COLLINA SAN GIUSEPPE, FG. 10 P.LLA 368";89
PIEMONTE;CUNEO;FOSSANO;"LEVALDIGI -";PATRIMONIO DISPONIBILE;CN0302;CNB0362;"ZONA MARGINALE DEL CAMPO D'AVIAZIONE DI LEVALDIGI -";1833
PIEMONTE;CUNEO;FOSSANO;"LOCALITA' BASSE SNC";PATRIMONIO DISPONIBILE;CN0428;CNB0535;"EX POLIGONO DI TIRO ALL'APERTO";26539
